Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
6636,IDFC,Automobile,8.65,32,0,1535485,28151,12.9,808,493900,10,100,17286.5,4.7
6637,IDFC,Automobile,9.2,50,0,1334750,16239,13.6,793,413400,10,100,14469,4.7
6638,IDFC,Education,10,44,1,1627920,33372,19.2,811,5115000,15,85,76725,4.7
6639,IDFC,Automobile,8.65,27,0,652897,2780,14.8,801,302400,10,100,10584,4.7
6640,IDFC,Education,10,42,1,559113,14863,27.4,799,3387000,15,85,50805,4.7
6641,IDFC,Automobile,9.2,40,0,795283,12393,22,797,329200,10,100,11522,4.7
6642,IDFC,Home,9,50,1,967195,21601,23.2,800,3618000,15,85,108540,4.7
6643,IDFC,Education,10,34,1,1119822,21967,21,786,3817000,15,85,57255,4.7
6644,IDFC,Education,10,38,1,307743,5693,13.2,787,2926000,15,85,43890,4.7
6645,IDFC,Automobile,8.65,28,0,1255748,20720,16.8,813,304200,10,100,10647,4.7
6646,IDFC,Home,9,44,0,1192041,10430,28.1,789,2920000,15,85,87600,4.7
6647,IDFC,Automobile,9.2,43,1,1097915,15554,10.3,795,349900,10,100,12246.5,4.7
6648,IDFC,Education,10,56,1,1106959,22969,8.4,721,3509000,15,85,52635,4.7
6649,IDFC,Automobile,8.65,33,1,3557959,90432,21.1,812,389300,10,100,13625.5,4.7
6650,IDFC,Automobile,8.65,31,0,1040706,6686,27.7,807,423700,10,100,14829.5,4.7
6651,IDFC,Education,9.5,59,0,1999294,8980,19,787,3027000,15,85,45405,4.7
6652,IDFC,Education,10,49,1,1249060,11242,12.6,783,4347000,15,85,65205,4.7
6653,IDFC,Home,9,32,0,739043,12502,5.9,769,3176000,15,85,95280,4.7
6654,IDFC,Automobile,9.2,36,1,348213,4904,17.5,790,305100,10,100,10678.5,4.7
6655,IDFC,Home,9,42,0,814834,17519,9.6,778,3054000,15,85,91620,4.7
6656,IDFC,Education,10,54,1,1390838,36857,24.3,813,4719000,15,85,70785,4.7
6657,IDFC,Education,9.5,59,0,1075761,22501,24.4,745,4158000,15,85,62370,4.7
6658,IDFC,Home,9,59,0,705242,6700,12.1,758,3292000,15,85,98760,4.7
6659,IDFC,Education,9.5,42,0,1079314,13581,27.3,813,3545000,15,85,53175,4.7
6660,IDFC,Home,10,27,0,862448,17393,30.1,732,4512000,15,85,135360,4.7
6661,IDFC,Home,8,50,1,1407805,16894,40.9,801,2905000,15,85,87150,4.7
6662,IDFC,Automobile,8.65,45,1,638609,10622,16.7,812,487800,10,100,17073,4.7
6663,IDFC,Home,10,44,0,1137264,31275,19.8,741,3981000,15,85,119430,4.7
6664,IDFC,Home,9,54,1,996930,25837,15.9,781,4182000,15,85,125460,4.7
6665,IDFC,Automobile,8.65,40,0,878066,710,9.9,806,283500,10,100,9922.5,4.7
6666,IDFC,Home,8,43,1,2301660,30305,24,812,4868000,15,85,146040,4.7
6667,IDFC,Automobile,10,53,0,2789295,18735,23,731,348100,10,100,12183.5,4.7
6668,IDFC,Automobile,8.65,27,1,2126575,13025,24.6,802,311200,10,100,10892,4.7
6669,IDFC,Automobile,8.65,32,1,1263462,28007,18.8,804,429500,10,100,15032.5,4.7
6670,IDFC,Home,8,59,1,1222156,22304,15.8,801,4499000,15,85,134970,4.7
6671,IDFC,Home,9,30,1,1553896,35869,18.7,779,3698000,15,85,110940,4.7
6672,IDFC,Education,10,44,1,2567679,3680,34.1,820,5213000,15,85,78195,4.7
6673,IDFC,Automobile,10,50,0,988969,28103,38.4,746,410300,10,100,14360.5,4.7
6674,IDFC,Home,8,38,0,1391522,22032,18.3,811,3152000,15,85,94560,4.7
6675,IDFC,Automobile,9.2,56,0,456361,10611,12.4,762,286800,10,100,10038,4.7
6676,IDFC,Home,10,42,0,1689727,24642,17.7,735,3289000,15,85,98670,4.7
6677,IDFC,Home,9,29,1,1510329,38262,12.5,753,3847000,15,85,115410,4.7
6678,IDFC,Education,9.5,38,0,3846360,45195,15,790,3856000,15,85,57840,4.7
6679,IDFC,Home,9,34,1,1648440,13133,24.6,793,3594000,15,85,107820,4.7
6680,IDFC,Education,10,52,1,1013175,14438,12.4,816,2963000,15,85,44445,4.7
6681,IDFC,Automobile,10,55,0,2889045,53447,18.8,746,392600,10,100,13741,4.7
6682,IDFC,Home,9,57,1,1242638,31687,23.9,771,2826000,15,85,84780,4.7
6683,IDFC,Automobile,8.65,34,1,1027140,24223,13.8,817,348700,10,100,12204.5,4.7
6684,IDFC,Home,10,42,0,847742,16813,18.1,744,3670000,15,85,110100,4.7
6685,IDFC,Automobile,8.65,49,1,836247,495,18.8,806,484700,10,100,16964.5,4.7
6686,IDFC,Automobile,9.2,58,1,2575260,65669,14,799,485600,10,100,16996,4.7
6687,IDFC,Education,10,31,1,2300520,18557,19.4,793,3512000,15,85,52680,4.7
6688,IDFC,Education,10,59,1,1407824,21000,19.2,751,2826000,15,85,42390,4.7
6689,IDFC,Education,10,47,1,388816,1011,7,799,4542000,15,85,68130,4.7
6690,IDFC,Home,9,25,1,751564,13779,11.2,793,4314000,15,85,129420,4.7
6691,IDFC,Education,10,59,1,1324015,23060,14.3,808,3835000,15,85,57525,4.7
6692,IDFC,Home,8,25,1,1118682,19204,14.9,805,2893000,15,85,86790,4.7
6693,IDFC,Automobile,9.2,35,1,2531503,25315,13.8,794,332300,10,100,11630.5,4.7
6694,IDFC,Education,10,58,1,5641024,46209,24.2,821,4603000,15,85,69045,4.7
6695,IDFC,Automobile,8.65,39,0,1676484,19279,16.6,808,315500,10,100,11042.5,4.7
6696,IDFC,Education,10,52,1,1444950,13727,13.2,804,3033000,15,85,45495,4.7
6697,IDFC,Education,10,42,1,764940,16000,10.5,785,3268000,15,85,49020,4.7
6698,IDFC,Automobile,9.2,38,1,1241061,40438,12.4,769,384700,10,100,13464.5,4.7
6699,IDFC,Education,10,59,1,1133958,4101,15.6,812,2844000,15,85,42660,4.7
6700,IDFC,Automobile,9.2,36,0,1124610,18087,22.4,787,282900,10,100,9901.5,4.7
6701,IDFC,Automobile,8.65,53,1,2035109,13567,17.9,801,526500,10,100,18427.5,4.7
6702,IDFC,Home,8,24,0,460294,3759,15.3,810,4512000,15,85,135360,4.7
6703,IDFC,Automobile,8.65,35,1,656279,1991,15.1,818,283800,10,100,9933,4.7
6704,IDFC,Home,9,55,0,996398,6734,11.1,791,2972000,15,85,89160,4.7
6705,IDFC,Home,10,44,1,1032973,22295,21.8,750,4112000,15,85,123360,4.7
6706,IDFC,Education,10,42,1,1307390,26148,20.9,760,3027000,15,85,45405,4.7
6707,IDFC,Education,9.5,43,0,563407,13991,13.2,790,3478000,15,85,52170,4.7
6708,IDFC,Education,10,41,1,490029,5541,23,814,5152000,15,85,77280,4.7
6709,IDFC,Home,8,26,1,927865,17707,9.5,810,3423000,15,85,102690,4.7
6710,IDFC,Education,10,25,1,2368122,25063,15.6,730,6344000,15,85,95160,4.7
6711,IDFC,Education,9.5,34,0,1361065,30057,19.4,780,4265000,15,85,63975,4.7
6712,IDFC,Automobile,9.2,27,1,1042283,15026,18.8,798,350300,10,100,12260.5,4.7
6713,IDFC,Automobile,9.2,26,1,1118226,10623,21.2,785,344500,10,100,12057.5,4.7
6714,IDFC,Home,9,37,1,1408527,15142,17,776,3210000,15,85,96300,4.7
6715,IDFC,Home,9,33,1,918023,7956,12.9,781,3847000,15,85,115410,4.7
6716,IDFC,Automobile,8.65,31,1,821826,18559,14.9,811,371300,10,100,12995.5,4.7
6717,IDFC,Home,8,36,0,1916682,16452,29,813,3945000,15,85,118350,4.7
6718,IDFC,Home,8,51,1,2079056,35344,14.9,811,3807000,15,85,114210,4.7
6719,IDFC,Education,10,32,1,316483,4246,29,796,2817000,15,85,42255,4.7
6720,IDFC,Home,8,58,1,1919760,24317,27.8,815,3515000,15,85,105450,4.7
6721,IDFC,Home,9,29,1,1085071,24866,23,800,3457000,15,85,103710,4.7
6722,IDFC,Automobile,8.65,51,0,1362984,28963,17.8,822,463700,10,100,16229.5,4.7
6723,IDFC,Home,9,49,0,948765,25538,9.6,796,2981000,15,85,89430,4.7
6724,IDFC,Education,10,43,1,644366,3979,41.2,786,2829000,15,85,42435,4.7
6725,IDFC,Automobile,8.65,43,0,846450,19638,27,810,294800,10,100,10318,4.7
6726,IDFC,Education,9.5,24,0,1930590,29924,22.9,790,4405000,15,85,66075,4.7
6727,IDFC,Education,9.5,47,0,930145,11317,11.3,786,3810000,15,85,57150,4.7
6728,IDFC,Home,8,51,0,1963517,24708,14.1,816,5887000,15,85,176610,4.7
6729,IDFC,Home,8,24,1,751640,4197,15.5,813,3179000,15,85,95370,4.7
6730,IDFC,Education,10,53,1,1479245,10712,15.3,760,3804000,15,85,57060,4.7
6731,IDFC,Automobile,10,35,1,1599344,33186,17.5,738,412400,10,100,14434,4.7
6732,IDFC,Education,10,49,1,604656,6198,7.1,787,3167000,15,85,47505,4.7
6733,IDFC,Automobile,8.65,32,0,2907570,36587,18.5,816,359400,10,100,12579,4.7
6734,IDFC,Education,10,41,1,352906,7587,5.8,755,2823000,15,85,42345,4.7
6735,IDFC,Home,10,27,1,1153376,8535,13.5,745,3810000,15,85,114300,4.7
6736,IDFC,Home,10,47,1,3145032,19735,16.2,742,3304000,15,85,99120,4.7
6737,IDFC,Automobile,9.2,59,0,915287,20365,14,777,314300,10,100,11000.5,4.7
6738,IDFC,Home,9,28,1,578379,7230,18.1,760,3222000,15,85,96660,4.7
6739,IDFC,Home,8,35,1,1121304,8372,25,814,3448000,15,85,103440,4.7
6740,IDFC,Home,8,50,0,849110,23987,18.7,813,2832000,15,85,84960,4.7
6741,IDFC,Automobile,9.2,56,0,788975,19527,23.4,773,518200,10,100,18137,4.7
6742,IDFC,Education,10,40,1,1066223,15016,14,764,3753000,15,85,56295,4.7
6743,IDFC,Home,8,36,1,2273844,22170,9.3,802,3701000,15,85,111030,4.7
6744,IDFC,Education,9.5,53,0,637146,12796,17.6,773,2817000,15,85,42255,4.7
6745,IDFC,Education,10,28,1,1689366,23933,31.6,791,3057000,15,85,45855,4.7
6746,IDFC,Automobile,10.9,55,0,2266092,25494,21.1,696,483200,10,100,16912,4.7
6747,IDFC,Automobile,9.2,25,1,1041447,8236,9,793,289900,10,100,10146.5,4.7
6748,IDFC,Automobile,9.2,50,1,845690,9937,8.9,768,347200,10,100,12152,4.7
6749,IDFC,Automobile,9.2,24,1,1472804,19515,16,770,541400,10,100,18949,4.7
6750,IDFC,Automobile,8.65,42,0,1489904,18624,17.4,818,328600,10,100,11501,4.7
6751,IDFC,Home,9,50,1,1037685,17814,33.7,769,5152000,15,85,154560,4.7
6752,IDFC,Home,9,44,1,811357,25693,15.4,779,4131000,15,85,123930,4.7
6753,IDFC,Home,8,52,0,1615171,13433,20.4,806,2981000,15,85,89430,4.7
6754,IDFC,Automobile,9.2,55,0,713222,12041,18.6,780,375600,10,100,13146,4.7
6755,IDFC,Home,8,31,0,2759959,51749,36.3,816,6856000,15,85,205680,4.7
6756,IDFC,Automobile,9.2,46,0,1246134,18692,32.5,783,302400,10,100,10584,4.7
6757,IDFC,Automobile,8.65,51,1,594073,13466,8,806,354200,10,100,12397,4.7
6758,IDFC,Home,8,34,0,1643272,7874,8.8,813,4573000,15,85,137190,4.7
6759,IDFC,Education,9.5,55,0,604466,16170,6.1,669,3564000,15,85,53460,4.7
6760,IDFC,Home,8,52,1,762508,10929,15.7,811,3518000,15,85,105540,4.7
6761,IDFC,Automobile,8.65,26,1,414732,6325,26.5,816,448100,10,100,15683.5,4.7
6762,IDFC,Automobile,8.65,29,1,1223638,8117,14.9,816,446300,10,100,15620.5,4.7
6763,IDFC,Education,9.5,49,0,1126206,15954,10.9,800,4612000,15,85,69180,4.7
6764,IDFC,Education,10,50,1,539771,5218,8,690,3179000,15,85,47685,4.7
6765,IDFC,Home,10,34,0,2905290,50600,9.4,743,4890000,15,85,146700,4.7
6766,IDFC,Home,8,45,0,3404477,53904,20.3,811,4161000,15,85,124830,4.7
6767,IDFC,Education,9.5,43,0,2618865,43211,36,808,4143000,15,85,62145,4.7
6768,IDFC,Automobile,9.2,53,0,1741977,25984,12.9,777,345400,10,100,12089,4.7
6769,IDFC,Automobile,10,38,0,763496,13170,17.1,742,317300,10,100,11105.5,4.7
6770,IDFC,Education,10,37,1,899422,23610,33.5,781,3292000,15,85,49380,4.7
6771,IDFC,Automobile,10,50,1,677445,16428,14,749,318900,10,100,11161.5,4.7
6772,IDFC,Automobile,8.65,54,0,2065338,16471,17.9,802,549300,10,100,19225.5,4.7
6773,IDFC,Home,9,28,0,1351679,27146,17.3,783,3588000,15,85,107640,4.7
6774,IDFC,Education,10,50,1,3058848,45220,18.6,781,3173000,15,85,47595,4.7
6775,IDFC,Education,9.5,32,0,685501,6398,22.7,820,2835000,15,85,42525,4.7
6776,IDFC,Automobile,8.65,33,0,2373860,36795,20.6,817,405400,10,100,14189,4.7
6777,IDFC,Automobile,9.2,51,0,771476,8743,11.1,786,305100,10,100,10678.5,4.7
6778,IDFC,Education,9.5,45,0,574693,9803,20.9,817,3158000,15,85,47370,4.7
6779,IDFC,Automobile,8.65,28,0,2059163,36893,20.2,806,358800,10,100,12558,4.7
6780,IDFC,Home,9,26,0,618944,10419,12.6,791,5091000,15,85,152730,4.7
6781,IDFC,Automobile,8.65,49,0,2175785,30098,19.2,819,349000,10,100,12215,4.7
6782,IDFC,Automobile,9.2,38,0,2229156,23592,28.1,762,354800,10,100,12418,4.7
6783,IDFC,Automobile,9.2,41,0,1037495,33373,23.9,793,303900,10,100,10636.5,4.7
6784,IDFC,Home,10,29,1,2024602,44879,14.5,746,4423000,15,85,132690,4.7
6785,IDFC,Automobile,9.2,31,1,1924510,23736,22.1,785,419800,10,100,14693,4.7
6786,IDFC,Automobile,9.2,37,1,2374525,26911,17.5,795,383800,10,100,13433,4.7
6787,IDFC,Automobile,9.2,49,0,1010971,22410,25.4,783,349600,10,100,12236,4.7
6788,IDFC,Education,9.5,41,0,1743345,6116,13,820,3320000,15,85,49800,4.7
6789,IDFC,Education,10,46,1,723520,16942,8.4,749,3036000,15,85,45540,4.7
6790,IDFC,Education,9.5,49,0,753236,16257,14.1,803,3451000,15,85,51765,4.7
6791,IDFC,Home,12,44,0,953325,16683,41.8,673,3472000,15,85,104160,4.7
6792,IDFC,Home,8,29,1,1683400,19640,18.7,817,3701000,15,85,111030,4.7
6793,IDFC,Home,9,33,1,981673,2888,14.4,794,3350000,15,85,100500,4.7
6794,IDFC,Automobile,9.2,59,1,1401782,18924,15.8,759,475600,10,100,16646,4.7
6795,IDFC,Automobile,9.2,46,1,2100906,23810,21.1,770,585300,10,100,20485.5,4.7
6796,IDFC,Education,9.5,57,0,485602,11047,11.4,732,3292000,15,85,49380,4.7
6797,IDFC,Automobile,8.65,33,0,654968,11298,10.4,810,335600,10,100,11746,4.7
6798,IDFC,Automobile,8.65,27,1,797126,15571,16,819,314000,10,100,10990,4.7
6799,IDFC,Home,9,47,1,529283,944,10.5,786,2987000,15,85,89610,4.7
6800,IDFC,Automobile,8.65,39,0,1618952,6719,19,819,414000,10,100,14490,4.7
6801,IDFC,Automobile,8.65,54,1,659471,18740,29.5,814,303900,10,100,10636.5,4.7
6802,IDFC,Automobile,9.2,24,0,860396,22227,10.3,754,371300,10,100,12995.5,4.7
6803,IDFC,Education,10,46,1,603763,7487,15.5,788,2908000,15,85,43620,4.7
6804,IDFC,Automobile,9.2,49,1,1561230,22898,19.6,764,394800,10,100,13818,4.7
6805,IDFC,Home,9,57,1,826557,6874,19.7,794,3359000,15,85,100770,4.7
6806,IDFC,Education,9.5,53,0,1735479,20826,22.4,811,5539000,15,85,83085,4.7
6807,IDFC,Home,8,32,0,1448085,11814,35.6,813,3179000,15,85,95370,4.7
6808,IDFC,Home,8,32,0,880384,7043,20,811,3033000,15,85,90990,4.7
6809,IDFC,Education,9.5,27,0,2719052,21367,15.9,802,3182000,15,85,47730,4.7
6810,IDFC,Home,9,25,1,568898,18916,17.7,782,3155000,15,85,94650,4.7
6811,IDFC,Home,9,56,0,881733,17708,18.8,776,3646000,15,85,109380,4.7
6812,IDFC,Home,9,25,1,1709658,40035,20.8,794,3503000,15,85,105090,4.7
6813,IDFC,Home,8,24,1,1127232,4133,12.1,821,3759000,15,85,112770,4.7
6814,IDFC,Education,9.5,42,0,1458174,11799,28,717,3573000,15,85,53595,4.7
6815,IDFC,Home,9,50,0,1183358,3511,15.9,785,4606000,15,85,138180,4.7
6816,IDFC,Home,8,58,0,1044278,27151,19,812,3838000,15,85,115140,4.7
6817,IDFC,Education,10,26,1,2044685,51628,17.5,748,4185000,15,85,62775,4.7
6818,IDFC,Home,9,26,1,1296522,33277,21.3,784,5182000,15,85,155460,4.7
6819,IDFC,Home,8,47,1,972990,7370,17.7,804,3027000,15,85,90810,4.7
6820,IDFC,Education,9.5,39,0,1153661,6845,26.3,818,3198000,15,85,47970,4.7
6821,IDFC,Education,10,34,1,760760,20667,16.8,761,3176000,15,85,47640,4.7
6822,IDFC,Automobile,8.65,29,0,1298156,13522,16.8,816,478300,10,100,16740.5,4.7
6823,IDFC,Education,10,27,1,1236862,27005,24.8,779,3143000,15,85,47145,4.7
6824,IDFC,Automobile,9.2,35,0,1411168,12701,21,771,515200,10,100,18032,4.7
6825,IDFC,Home,8,40,0,1390382,20392,14.6,818,2838000,15,85,85140,4.7
6826,IDFC,Automobile,9.2,29,1,2624888,2691,22.6,795,551800,10,100,19313,4.7
6827,IDFC,Education,10,34,1,4093892,41962,17.2,821,3679000,15,85,55185,4.7
6828,IDFC,Home,9,36,1,1781896,14122,19,776,3426000,15,85,102780,4.7
6829,IDFC,Education,10,48,1,835430,18658,10.3,735,3399000,15,85,50985,4.7
6830,IDFC,Automobile,9.2,57,1,1449225,23188,17,786,440800,10,100,15428,4.7
6831,IDFC,Home,10,58,0,1046881,15529,26.1,748,3707000,15,85,111210,4.7
6832,IDFC,Education,9.5,28,0,2480621,6139,21.9,735,4182000,15,85,62730,4.7
6833,IDFC,Automobile,9.2,57,0,639540,11181,20.5,780,317000,10,100,11095,4.7
6834,IDFC,Home,10,33,1,956688,10364,9.5,747,3201000,15,85,96030,4.7
6835,IDFC,Home,8,33,0,890207,5289,12.9,806,3152000,15,85,94560,4.7
6836,IDFC,Automobile,10,35,1,1171616,23921,21.2,726,412100,10,100,14423.5,4.7
6837,IDFC,Automobile,8.65,34,1,810958,11921,19.8,819,303000,10,100,10605,4.7
6838,IDFC,Education,10,58,1,2262216,24319,14.9,814,5734000,15,85,86010,4.7
6839,IDFC,Education,9.5,28,0,1412042,21533,28.9,758,3810000,15,85,57150,4.7
6840,IDFC,Education,9.5,44,0,542792,15470,8.6,770,3155000,15,85,47325,4.7
6841,IDFC,Education,10,44,1,705470,8877,8.5,732,3152000,15,85,47280,4.7
6842,IDFC,Education,10,56,1,5260416,40768,21.6,789,3826000,15,85,57390,4.7
6843,IDFC,Automobile,8.65,42,1,655994,7691,16.8,818,318900,10,100,11161.5,4.7
6844,IDFC,Automobile,8.65,39,1,1025563,19144,15.7,812,416100,10,100,14563.5,4.7
6845,IDFC,Automobile,9.2,26,0,500574,2445,7,781,283800,10,100,9933,4.7
6846,IDFC,Home,10,55,0,1219325,24082,18.7,746,4481000,15,85,134430,4.7
6847,IDFC,Education,9.5,29,0,1324167,5727,22,795,4542000,15,85,68130,4.7
6848,IDFC,Education,10,58,1,1555416,23201,15.8,813,5021000,15,85,75315,4.7
6849,IDFC,Automobile,9.2,41,1,1787881,2011,11.6,790,374000,10,100,13090,4.7
6850,IDFC,Education,9.5,44,0,848084,20354,16.8,771,2832000,15,85,42480,4.7
6851,IDFC,Automobile,10,47,0,1446318,18079,11.4,741,382300,10,100,13380.5,4.7
6852,IDFC,Home,10,53,0,1837642,25880,21,739,4246000,15,85,127380,4.7
6853,IDFC,Home,8,58,0,624986,10885,15,811,3228000,15,85,96840,4.7
6854,IDFC,Home,9,46,0,2069727,17938,23.9,790,5753000,15,85,172590,4.7
6855,IDFC,Automobile,8.65,33,0,1161280,29032,14.5,805,302700,10,100,10594.5,4.7
6856,IDFC,Home,9,39,1,1245260,15150,20.1,754,4695000,15,85,140850,4.7
6857,IDFC,Education,9.5,42,0,562514,3117,11.5,760,4634000,15,85,69510,4.7
6858,IDFC,Automobile,9.2,42,0,1583194,22560,20.5,767,389600,10,100,13636,4.7
6859,IDFC,Home,8,33,0,1015170,17596,17.7,808,3442000,15,85,103260,4.7
6860,IDFC,Home,9,40,0,818140,14727,13,756,3533000,15,85,105990,4.7
6861,IDFC,Automobile,9.2,52,0,645791,9633,11.7,763,285900,10,100,10006.5,4.7
6862,IDFC,Education,10,46,1,1499632,32992,16.9,750,3557000,15,85,53355,4.7
6863,IDFC,Education,10,36,1,1048344,11418,21.6,732,3576000,15,85,53640,4.7
6864,IDFC,Automobile,9.2,50,1,1876820,14076,23.4,797,430700,10,100,15074.5,4.7
6865,IDFC,Automobile,10,40,1,5307232,68109,27.1,743,484100,10,100,16943.5,4.7
6866,IDFC,Education,9.5,45,0,1517872,22768,31.5,786,4173000,15,85,62595,4.7
6867,IDFC,Education,10,37,1,941450,13965,5.1,786,3164000,15,85,47460,4.7
6868,IDFC,Automobile,8.65,49,0,770868,14454,18,805,521300,10,100,18245.5,4.7
6869,IDFC,Education,10,37,1,738169,10095,19.6,812,3859000,15,85,57885,4.7
6870,IDFC,Automobile,9.2,24,0,806151,20960,9.5,758,328300,10,100,11490.5,4.7
6871,IDFC,Education,10,32,1,522633,11890,12,783,3228000,15,85,48420,4.7
6872,IDFC,Education,10,42,1,1548576,31488,14.8,802,3118000,15,85,46770,4.7
6873,IDFC,Education,9.5,44,0,2718634,14001,18.3,814,6810000,15,85,102150,4.7
6874,IDFC,Automobile,8.65,27,0,990679,2245,24.4,807,487800,10,100,17073,4.7
6875,IDFC,Education,9.5,43,0,1885560,27026,22.6,810,3615000,15,85,54225,4.7
6876,IDFC,Automobile,10,40,0,930715,15977,14.1,717,367900,10,100,12876.5,4.7
6877,IDFC,Automobile,8.65,58,1,1147752,16929,32.6,810,348100,10,100,12183.5,4.7
6878,IDFC,Automobile,8.65,38,0,1380711,16879,30,808,312800,10,100,10948,4.7
6879,IDFC,Home,8,54,1,466526,7776,27.2,803,4969000,15,85,149070,4.7
6880,IDFC,Education,9.5,41,0,1063601,19499,29.4,801,4423000,15,85,66345,4.7
6881,IDFC,Education,9.5,24,0,1476927,22154,18,795,3817000,15,85,57255,4.7
6882,IDFC,Automobile,8.65,48,0,1957589,17292,26.3,813,384100,10,100,13443.5,4.7
6883,IDFC,Education,9.5,45,0,4658762,81528,24.4,657,4487000,15,85,67305,4.7
6884,IDFC,Automobile,8.65,41,1,594510,17241,16.7,805,302400,10,100,10584,4.7
6885,IDFC,Education,10,40,1,944205,13801,17.9,741,3030000,15,85,45450,4.7
6886,IDFC,Education,10,50,1,1267414,22074,9,786,3432000,15,85,51480,4.7
6887,IDFC,Automobile,9.2,45,0,814872,19489,14,784,351800,10,100,12313,4.7
6888,IDFC,Automobile,9.2,36,1,825208,11966,14.9,780,329200,10,100,11522,4.7
6889,IDFC,Home,9,26,1,449711,7495,18.5,784,2817000,15,85,84510,4.7
6890,IDFC,Automobile,8.65,47,1,1230307,13841,16.5,816,349900,10,100,12246.5,4.7
6891,IDFC,Education,9.5,25,0,1224626,25411,9.2,807,3850000,15,85,57750,4.7
6892,IDFC,Education,9.5,29,0,3288463,16661,21.9,813,3216000,15,85,48240,4.7
6893,IDFC,Home,9,45,0,823992,577,14.4,783,3344000,15,85,100320,4.7
6894,IDFC,Education,9.5,27,0,1073253,17440,24,728,4088000,15,85,61320,4.7
6895,IDFC,Automobile,8.65,42,0,3225535,8548,16,813,381400,10,100,13349,4.7
6896,IDFC,Education,9.5,49,0,1073443,19778,22.4,728,4466000,15,85,66990,4.7
6897,IDFC,Education,10,46,1,575092,9154,23.5,790,3195000,15,85,47925,4.7
6898,IDFC,Automobile,9.2,51,0,1588989,41049,30.1,794,290500,10,100,10167.5,4.7
6899,IDFC,Automobile,9.2,36,0,2531997,47686,29.8,787,483200,10,100,16912,4.7
6900,IDFC,Home,8,43,1,1094514,17695,10.6,802,4481000,15,85,134430,4.7
6901,IDFC,Home,10,52,0,1620586,13910,29.1,729,4109000,15,85,123270,4.7
6902,IDFC,Education,9.5,35,0,1372161,15780,17.2,761,5274000,15,85,79110,4.7
6903,IDFC,Home,8,31,0,835221,13503,19,817,2841000,15,85,85230,4.7
6904,IDFC,Home,9,46,1,819128,11126,11,786,3149000,15,85,94470,4.7
6905,IDFC,Home,8,45,0,1034341,24479,24.5,805,3826000,15,85,114780,4.7
6906,IDFC,Home,8,43,0,1324813,22963,19.6,812,3176000,15,85,95280,4.7
6907,IDFC,Automobile,9.2,25,1,2494206,1351,21.7,783,296600,10,100,10381,4.7
6908,IDFC,Home,8,29,0,902234,21879,30.3,810,4545000,15,85,136350,4.7
6909,IDFC,Education,10,34,1,949525,17566,8.6,784,3320000,15,85,49800,4.7
6910,IDFC,Education,10,32,1,1241422,4490,23.7,822,4490000,15,85,67350,4.7
6911,IDFC,Home,8,53,1,941393,17729,20,817,4054000,15,85,121620,4.7
6912,IDFC,Education,10,53,1,1682298,34487,30,737,5185000,15,85,77775,4.7
6913,IDFC,Automobile,9.2,46,1,1718037,14317,32,779,310300,10,100,10860.5,4.7
6914,IDFC,Education,9.5,27,0,1583460,24808,22.2,784,5307000,15,85,79605,4.7
6915,IDFC,Education,9.5,27,0,1396291,16988,24.9,788,3496000,15,85,52440,4.7
6916,IDFC,Automobile,9.2,30,0,1680930,23113,9.6,778,478600,10,100,16751,4.7
6917,IDFC,Education,10,25,1,536978,8592,11.1,805,3115000,15,85,46725,4.7
6918,IDFC,Home,9,24,0,2271374,28014,16.8,789,4545000,15,85,136350,4.7
6919,IDFC,Automobile,9.2,56,1,744876,8380,16.7,781,310300,10,100,10860.5,4.7
6920,IDFC,Automobile,8.65,52,0,1911134,11769,15.3,802,325300,10,100,11385.5,4.7
6921,IDFC,Education,10,44,1,934230,16583,17.7,819,3817000,15,85,57255,4.7
6922,IDFC,Automobile,9.2,50,0,675640,11655,13.1,763,298700,10,100,10454.5,4.7
6923,IDFC,Home,9,39,0,821085,8758,22.5,753,2826000,15,85,84780,4.7
6924,IDFC,Education,9.5,33,0,1023340,21490,22.6,783,3701000,15,85,55515,4.7
6925,IDFC,Automobile,8.65,29,1,745180,12482,21.5,806,317000,10,100,11095,4.7
6926,IDFC,Automobile,9.2,31,0,1817977,17725,10.7,770,299000,10,100,10465,4.7
6927,IDFC,Automobile,9.2,27,0,719454,15168,28.5,789,302400,10,100,10584,4.7
6928,IDFC,Education,9.5,29,0,1033695,23689,12.8,807,3106000,15,85,46590,4.7
6929,IDFC,Home,8,49,0,2277036,25806,29.2,808,3301000,15,85,99030,4.7
6930,IDFC,Automobile,9.2,48,1,622231,8867,18.6,791,315800,10,100,11053,4.7
6931,IDFC,Home,10,42,0,1255254,29080,14.9,729,4167000,15,85,125010,4.7
6932,IDFC,Home,9,26,1,660421,8200,10.7,766,5152000,15,85,154560,4.7
6933,IDFC,Education,9.5,40,0,2048352,24717,22,715,5856000,15,85,87840,4.7
6934,IDFC,Education,9.5,38,0,524818,2847,14.2,802,3027000,15,85,45405,4.7
6935,IDFC,Home,10,30,1,1069453,12655,27.2,747,4146000,15,85,124380,4.7
6936,IDFC,Home,8,49,1,997500,1480,20,806,3515000,15,85,105450,4.7
6937,IDFC,Automobile,8.65,29,0,938733,14941,14.5,811,374600,10,100,13111,4.7
